Codigo;Edad;Empleado;Estado Civil;Ocupacion;Genero;Horas por semana;Pais
103077;48;Independiente;Casado;Ventas;Masculino;50;India
103777;66;Independiente;Casado;Ejecutivo y Gerencial;Masculino;1; 
105277;53;Independiente;Casado;Ventas;Masculino;40;Canada
105577;38;Privado;Divorciado;Mantenimiento y Reparaciones generales;Masculino;40;Iran
106377;54;Privado;Casado;Servicios generales;Masculino;32;Mexico
107877;22;Privado;Soltero;Ventas;Masculino;50;España
109377;31;Privado;Casado;Personal especializado;Masculino;60;China
109677;22;Independiente;Soltero;Personal especializado;Masculino;20;India
110377;39;Independiente;Casado;Ejecutivo y Gerencial;Masculino;40;Mexico
111177;35;Independiente;Casado;Ventas;Masculino;45;Mexico
111677;60;Independiente;Casado;Personal de inspeccion ;Masculino;70; 
112077;53;Privado;Casado;Personal especializado;Masculino;40;Japon
113377;31;Privado;Soltero;Servicios generales;Femenino;40;Mexico
113677;31;Privado;Casado;Ejecutivo y Gerencial;Masculino;50;Jamaica
114077;41;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;35;Mexico
115377;24;;Soltero;;Masculino;40; 
115677;34;Privado;Casado;Agricultura;Masculino;54;Mexico
115977;26;Privado;Soltero;Transporte;Masculino;40; 
119977;18;Privado;Soltero;Personal de inspeccion ;Femenino;40;Republica Dominicana
120077;50;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
121877;33;;Divorciado;;Femenino;41;China
122577;38;Privado;Casado;Transporte;Masculino;72; 
122977;50;Privado;Divorciado;Personal administrativo;Femenino;40;Inglaterra
123877;41;Independiente;Casado;Ventas;Femenino;40;Cuba
125377;30;Privado;Casado;Personal administrativo;Masculino;40; 
128277;42;Publico-Departamental;Divorciado;Personal especializado;Femenino;40;Filipinas
129277;63;Independiente;Viudo;Servicios generales;Femenino;30;EL Salvador
130277;29;Privado;Soltero;Servicios generales;Femenino;40;Japon
130877;26;Privado;Soltero;Personal administrativo;Femenino;40;Mexico
131577;32;Privado;Casado;Personal de aseo;Masculino;50;Canada
132777;47;Privado;Casado;Personal de aseo;Masculino;40; 
132877;52;Privado;Viudo;Servicios generales;Femenino;40;India
134977;36;Privado;Casado;Ejecutivo y Gerencial;Masculino;60; 
136477;51;Privado;Divorciado;Ventas;Femenino;40;Italia
136977;52;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Japon
137377;43;Privado;Soltero;Servicios generales;Femenino;30;Polonia
138077;32;Privado;Divorciado;Ejecutivo y Gerencial;Femenino;40;Canada
138877;40;Independiente;Divorciado;Ejecutivo y Gerencial;Masculino;70;Iran
139277;40;Publico-Municipal;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
141277;43;Independiente;Casado;Servicios generales;Masculino;78;Tailandia
143177;49;Privado;Casado;Personal de inspeccion ;Femenino;40;Peru
143777;28;Privado;Soltero;Servicios generales;Masculino;43;Mexico
148677;31;Privado;Casado;Agricultura;Masculino;40;Mexico
151577;59;Independiente;Casado;Ejecutivo y Gerencial;Masculino;40;Inglaterra
151677;44;Privado;Divorciado;Servicios generales;Masculino;40;China
155577;62;Privado;Casado;Personal especializado;Masculino;40; 
155877;41;Independiente;Soltero;Ventas;Masculino;50; 
156677;47;Privado;Soltero;Servicios generales;Femenino;35;Peru
157177;19;;Soltero;;Femenino;40;Jamaica
158277;31;Privado;Soltero;Ventas;Masculino;40; 
159477;55;Privado;Casado;Personal especializado;Masculino;50; 
161077;50;Privado;Divorciado;Servicios generales;Masculino;40;Filipinas
161377;45;Privado;Casado;Personal especializado;Masculino;36;Inglaterra
162377;37;Privado;Soltero;Servicios generales;Femenino;40;Filipinas
163077;36;;Casado;;Femenino;21;Haiti
163177;39;Privado;Casado;Servicios generales;Masculino;70;Mexico
163477;27;Privado;Soltero;Agricultura;Masculino;35;Mexico
163577;37;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
165677;44;Privado;Casado;Personal especializado;Masculino;50;Italia
166477;62;Privado;Casado;Servicios de Telecomunicaciones;Masculino;40;Cuba
167577;47;Privado;Casado;Personal administrativo;Femenino;40;Italia
167777;64;;Casado;;Masculino;40; 
168977;53;Privado;Divorciado;Servicios generales;Femenino;36;Canada
170977;24;Privado;Soltero;Personal de inspeccion ;Masculino;45;China
171277;47;Publico-Departamental;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
171877;41;Privado;Casado;Personal especializado;Masculino;45;China
173977;45;Privado;Divorciado;Servicios generales;Masculino;45; 
175777;47;Independiente;Divorciado;Ejecutivo y Gerencial;Masculino;60;Japon
179077;66;Privado;Casado;Personal de aseo;Femenino;40;Puerto Rico
179477;45;Privado;Soltero;Personal administrativo;Femenino;40;Filipinas
181977;52;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
182177;25;Privado;Casado;Personal de aseo;Masculino;40;Mexico
182777;22;Independiente;Soltero;Personal especializado;Femenino;40;Republica Dominicana
184077;45;Privado;Casado;Personal administrativo;Masculino;40;Filipinas
184877;21;Privado;Soltero;Servicios generales;Femenino;40;Puerto Rico
188177;24;Privado;Soltero;Servicios generales;Masculino;40;EL Salvador
188377;44;Independiente;Casado;Personal especializado;Femenino;40;Italia
188977;22;Independiente;Soltero;Servicios generales;Masculino;40;Grecia
190177;29;Privado;Soltero;Servicios generales;Masculino;40; 
191477;39;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;45;Mexico
193377;28;Privado;Casado;Personal de inspeccion ;Femenino;48;China
193977;50;Publico-Nacional;Casado;Ejecutivo y Gerencial;Masculino;40;Canada
194977;29;Publico-Nacional;Casado;Personal especializado;Masculino;25;Nicaragua
197077;45;Independiente;Casado;Ventas;Masculino;50;España
197677;40;Privado;Casado;Personal especializado;Masculino;40;Cambodia
199177;19;Privado;Soltero;Personal de seguridad;Femenino;45; 
200777;57;Privado;Soltero;Personal administrativo;Femenino;40;Jamaica
201677;31;Privado;Soltero;Personal especializado;Femenino;80; 
201977;39;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Cuba
202277;36;Privado;Soltero;Personal especializado;Masculino;40;Inglaterra
202377;32;Privado;Divorciado;Servicios generales;Masculino;40;Nicaragua
205477;24;Privado;Soltero;Ventas;Masculino;50;Mexico
206077;20;Privado;Soltero;Personal administrativo;Femenino;40;Mexico
206677;32;Privado;Soltero;Personal de seguridad;Femenino;40;Mexico
208577;28;;Casado;;Femenino;17;Honduras
209777;26;Privado;Soltero;Personal especializado;Masculino;16;Japon
210077;61;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;4; 
210577;35;Privado;Casado;Transporte;Masculino;40; 
210877;26;Privado;Casado;Mantenimiento y Reparaciones generales;Femenino;35;Republica Dominicana
212577;47;Privado;Soltero;Personal de seguridad;Femenino;40;EL Salvador
212977;44;Publico-Municipal;Casado;Servicios generales;Femenino;38;Jamaica
213177;28;Publico-Nacional;Separado;Personal administrativo;Femenino;40;India
213877;42;Publico-Departamental;Divorciado;Personal administrativo;Femenino;40;Puerto Rico
214577;34;Privado;Casado;Transporte;Masculino;40;Puerto Rico
216077;47;Independiente;Casado;Ventas;Masculino;55;Italia
218277;34;Privado;Casado;Personal especializado;Masculino;40; 
219477;30;Privado;Casado;Personal de aseo;Masculino;40;Mexico
220977;34;Independiente;Casado;Ventas;Masculino;60;España
222077;53;Privado;Divorciado;Ventas;Femenino;37;Mexico
223077;51;Privado;Casado;Transporte;Masculino;40;Cuba
225077;44;Publico-Departamental;Casado;Personal administrativo;Masculino;40;Filipinas
226077;38;Publico-Municipal;Soltero;Ejecutivo y Gerencial;Masculino;40;Vietnam
226777;23;Privado;Soltero;Personal de inspeccion ;Masculino;21;Mexico
226977;44;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Polonia
228377;31;Privado;Casado;Servicios generales;Masculino;40;Mexico
228577;29;Privado;Soltero;Personal especializado;Masculino;40;Canada
228777;41;Privado;Casado;Personal especializado;Masculino;55;España
228977;34;Privado;Casado;Servicios de Telecomunicaciones;Femenino;25;Haiti
232477;23;;Soltero;;Masculino;20;China
232877;25;;Casado;;Masculino;40;Canada
233177;53;Publico-Departamental;Casado;Ejecutivo y Gerencial;Femenino;40;Filipinas
233777;41;Privado;Casado;Personal de inspeccion ;Masculino;40;Guatemala
234077;36;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;España
234277;45;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Canada
234377;23;Independiente;Soltero;Agricultura;Masculino;25;Mexico
235477;33;Privado;Casado;Agricultura;Masculino;40;Inglaterra
237077;37;Privado;Casado;Personal de aseo;Masculino;50;Mexico
237277;61;Publico-Municipal;Separado;Personal especializado;Masculino;30; 
237477;57;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Polonia
237577;55;Privado;Soltero;Personal especializado;Masculino;40;Inglaterra
237877;54;Privado;Casado;Personal de inspeccion ;Masculino;40;Inglaterra
239177;30;Independiente;Casado;Ejecutivo y Gerencial;Masculino;65;Canada
241177;51;Privado;Casado;Servicios generales;Masculino;40;Mexico
241377;33;Privado;Soltero;Ejecutivo y Gerencial;Masculino;40;Filipinas
242777;55;Independiente;Casado;Personal especializado;Masculino;35;Grecia
243377;35;Privado;Casado;Ventas;Masculino;35;China
244777;35;Privado;Casado;Personal de aseo;Masculino;40;Mexico
247077;39;Independiente;Casado;Ventas;Femenino;54;Republica Dominicana
247377;30;Privado;Casado;Apoyo técnico;Femenino;40;Canada
250377;60;Privado;Divorciado;Personal de inspeccion ;Femenino;40;Puerto Rico
251377;47;Privado;Casado;Personal administrativo;Masculino;40; 
251477;47;;Casado;;Masculino;40; 
251977;28;Privado;Soltero;Servicios generales;Femenino;40; 
255077;43;Privado;Casado;Personal especializado;Femenino;40; 
255977;58;Publico-Nacional;Casado;Personal especializado;Masculino;40;India
256277;40;Privado;Soltero;Personal de inspeccion ;Femenino;40;Haiti
257377;34;Privado;Separado;Mantenimiento y Reparaciones generales;Masculino;40; 
258277;40;Privado;Casado;Personal de inspeccion ;Femenino;40;Republica Dominicana
258577;57;Privado;Divorciado;Mantenimiento y Reparaciones generales;Masculino;40;Portugal
258877;36;Privado;Casado;Personal especializado;Masculino;45; 
259177;50;Privado;Divorciado;Personal administrativo;Femenino;40;Filipinas
259277;33;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
261777;27;Privado;Soltero;Transporte;Masculino;40;Mexico
264077;28;Privado;Soltero;Personal de inspeccion ;Femenino;40; 
264777;55;Independiente;Viudo;Servicios generales;Femenino;25;Nicaragua
264877;50;Privado;Casado;Ventas;Masculino;49;Republica Dominicana
265377;34;Privado;Casado;Personal especializado;Masculino;40;Iran
265477;19;Privado;Soltero;Personal administrativo;Masculino;40;Vietnam
265677;27;Privado;Soltero;Personal administrativo;Femenino;40;Hingria
266077;26;Publico-Departamental;Casado;Personal especializado;Masculino;60;Colombia
266877;38;Privado;Casado;Servicios generales;Masculino;75;Mexico
266977;37;Independiente;Separado;Servicios generales;Femenino;40;Cuba
267577;23;Privado;Soltero;Servicios generales;Masculino;25;Mexico
268177;26;Publico-Municipal;Casado;Personal especializado;Masculino;28;EL Salvador
271877;42;Privado;Divorciado;Ventas;Masculino;45; 
272377;19;Privado;Soltero;Personal de aseo;Masculino;40;Mexico
273677;26;Privado;Soltero;Personal especializado;Masculino;40; 
275077;20;Privado;Soltero;Personal de inspeccion ;Femenino;11;Nicaragua
275377;53;Independiente;Casado;Ejecutivo y Gerencial;Masculino;50;Grecia
275677;24;Privado;Soltero;Servicios generales;Femenino;40;Mexico
276877;41;Privado;Casado;Transporte;Masculino;48;Canada
277677;49;Publico-Nacional;Casado;Personal especializado;Masculino;60; 
278077;40;Privado;Divorciado;Servicios generales;Masculino;60;Grecia
279177;64;Privado;Viudo;Personal administrativo;Femenino;40;Cuba
279577;28;Privado;Casado;Personal especializado;Masculino;40; 
281677;50;Privado;Casado;Transporte;Masculino;37;Mexico
281877;41;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
283577;29;Privado;Soltero;Personal administrativo;Femenino;40;Japon
285877;28;;Divorciado;;Femenino;58;Canada
286277;44;Privado;Soltero;Personal de inspeccion ;Femenino;40;EL Salvador
287777;25;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
289277;90;Privado;Separado;Personal administrativo;Femenino;40;Puerto Rico
289977;29;Publico-Municipal;Soltero;Personal especializado;Masculino;40;España
290177;47;Privado;Casado;Transporte;Masculino;48;Italia
291077;55;Independiente;Casado;Ejecutivo y Gerencial;Masculino;50; 
292577;40;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;Canada
292777;35;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40; 
293477;29;Independiente;Soltero;Personal especializado;Masculino;50;Italia
294777;31;Privado;Soltero;Servicios generales;Femenino;35;Mexico
296777;27;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;35;Irlanda
297177;36;Independiente;Soltero;Agricultura;Masculino;50;Mexico
299077;44;Privado;Casado;Ejecutivo y Gerencial;Masculino;48;India
299377;49;Privado;Soltero;Ejecutivo y Gerencial;Femenino;35;Colombia
299577;35;Independiente;Casado;Ventas;Masculino;60;Japon
299977;38;Privado;Casado;Personal de aseo;Masculino;30;Mexico
302277;57;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Filipinas
302477;38;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40; 
302677;45;Independiente;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Inglaterra
304477;21;Privado;Soltero;Personal administrativo;Femenino;40;Mexico
306577;41;Privado;Casado;Personal especializado;Masculino;40;Japon
310877;61;Publico-Nacional;Casado;Personal especializado;Masculino;40; 
311677;35;Privado;Casado;Apoyo técnico;Masculino;55;Polonia
311977;19;Privado;Soltero;Agricultura;Masculino;36;Mexico
313277;25;;Soltero;;Masculino;40; 
316577;41;Privado;Casado;Personal administrativo;Masculino;50; 
316677;27;Privado;Casado;Ejecutivo y Gerencial;Femenino;40;Mexico
316777;53;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;50; 
318877;40;Privado;Casado;Servicios generales;Femenino;40; 
319777;20;Privado;Casado;Agricultura;Masculino;40;Mexico
320177;37;Privado;Soltero;Ejecutivo y Gerencial;Masculino;60; 
320277;28;Privado;Soltero;Personal de inspeccion ;Masculino;50;Republica Dominicana
320377;23;Privado;Soltero;Ventas;Masculino;48;España
321677;32;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;55;Grecia
323377;56;Independiente;Separado;Ejecutivo y Gerencial;Masculino;25; 
323777;41;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Polonia
323877;30;Privado;Soltero;Personal especializado;Masculino;40;Mexico
323977;44;Privado;Casado;Ejecutivo y Gerencial;Masculino;40;Puerto Rico
324077;17;;Soltero;;Femenino;40;Filipinas
324477;25;Privado;Soltero;Personal de inspeccion ;Masculino;48;Mexico
324877;64;Independiente;Casado;Personal administrativo;Femenino;40; 
325777;44;Privado;Casado;Personal especializado;Masculino;50; 
326177;34;Privado;Casado;Personal especializado;Masculino;40;Peru
328277;31;Publico-Municipal;Soltero;Personal especializado;Masculino;50;Mexico
328777;29;Privado;Soltero;Servicios generales;Masculino;25;Mexico
329077;49;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Cuba
329877;76;;Casado;;Masculino;40;Canada
330477;47;Privado;Casado;Servicios generales;Masculino;40;EL Salvador
331877;45;Publico-Departamental;Casado;Apoyo técnico;Masculino;40;Guatemala
334477;41;Independiente;Casado;Ventas;Masculino;84;Mexico
334877;36;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
335177;25;Privado;Casado;Agricultura;Masculino;40;Mexico
335877;24;Privado;Soltero;Personal administrativo;Femenino;52;Republica Dominicana
336277;21;Privado;Soltero;Personal de seguridad;Femenino;40;Mexico
338177;28;Privado;Soltero;Personal de inspeccion ;Masculino;40;Mexico
338777;38;Privado;Casado;Ventas;Masculino;40;Colombia
339077;51;Privado;Casado;Personal especializado;Masculino;60;Iran
339177;45;Privado;Viudo;Personal especializado;Masculino;40;Iran
340577;41;Privado;Casado;Personal administrativo;Masculino;40;Mexico
342577;37;Privado;Casado;Agricultura;Masculino;36;Mexico
344477;28;Privado;Soltero;Servicios generales;Masculino;40;Mexico
344777;33;Privado;Casado;Agricultura;Masculino;40;Mexico
344877;56;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Italia
344977;50;Independiente;Casado;Ventas;Masculino;55;EL Salvador
346277;55;Privado;Viudo;Servicios generales;Femenino;20; 
348277;31;Privado;Soltero;Personal de aseo;Femenino;30;Portugal
348477;41;Privado;Casado;Personal especializado;Masculino;40;Inglaterra
348577;42;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40; 
349677;21;Privado;Soltero;Servicios generales;Masculino;40; 
350377;40;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Mexico
351277;52;Privado;Divorciado;Mantenimiento y Reparaciones generales;Femenino;40;Cuba
353377;34;Privado;Soltero;Agricultura;Masculino;44; 
353477;63;Privado;Casado;Transporte;Masculino;40;Cuba
355277;24;Privado;Soltero;Ventas;Masculino;40;Jamaica
357177;35;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
357477;19;;Soltero;;Masculino;40;Mexico
358077;21;;Soltero;;Masculino;25; 
359377;39;;Viudo;;Femenino;20;EL Salvador
360777;73;Privado;Casado;Transporte;Masculino;16;Canada
360977;23;Privado;Soltero;Personal de inspeccion ;Femenino;20;Jamaica
361077;23;Privado;Soltero;Personal especializado;Femenino;40;Canada
362477;31;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
362877;36;Privado;Casado;Personal especializado;Masculino;40;China
363777;45;Privado;Casado;Personal de inspeccion ;Masculino;40; 
364877;53;Privado;Casado;Personal de inspeccion ;Femenino;40;China
365777;43;Privado;Casado;Personal de inspeccion ;Masculino;44;Mexico
366777;51;Privado;Casado;Ejecutivo y Gerencial;Masculino;50;Francia
366977;45;Privado;Casado;Transporte;Masculino;38;Mexico
367677;27;Privado;Soltero;Personal de aseo;Masculino;40;Guatemala
368177;33;Privado;Casado;Servicios de Telecomunicaciones;Masculino;40;Inglaterra
368877;24;Privado;Soltero;Personal de aseo;Masculino;40;Mexico
369777;23;Privado;Soltero;Personal de inspeccion ;Femenino;40;Mexico
370977;36;Privado;Casado;Personal administrativo;Masculino;40;Vietnam
371577;32;Privado;Casado;Ejecutivo y Gerencial;Femenino;40;China
372077;21;Publico-Municipal;Soltero;Personal administrativo;Masculino;40;Guatemala
374577;22;;Soltero;;Masculino;40;Mexico
379977;30;Privado;Soltero;Ventas;Masculino;18;Guatemala
382277;31;Privado;Casado;Servicios generales;Femenino;24;Mexico
383377;24;Privado;Casado;Transporte;Masculino;40;Vietnam
383577;32;;Soltero;;Femenino;20; 
385777;22;Privado;Soltero;Personal administrativo;Masculino;40; 
385977;31;Privado;Soltero;Personal especializado;Femenino;40; 
388077;43;Privado;Casado;Personal de inspeccion ;Femenino;40;Vietnam
390477;23;Privado;Soltero;Servicios generales;Masculino;40;EL Salvador
391077;33;Independiente;Casado;Ejecutivo y Gerencial;Masculino;84;España
392477;57;Privado;Casado;Servicios generales;Masculino;48;Inglaterra
392577;50;Privado;Casado;Personal administrativo;Masculino;60;Colombia
394277;28;Privado;Casado;Personal de inspeccion ;Masculino;43;Mexico
394577;43;Privado;Casado;Personal de inspeccion ;Masculino;40;Mexico
394777;39;Privado;Soltero;Apoyo técnico;Masculino;62;Inglaterra
395677;30;Privado;Soltero;Personal de inspeccion ;Femenino;35;Puerto Rico
396377;30;Privado;Casado;Mantenimiento y Reparaciones generales;Masculino;40;Inglaterra
397377;40;Privado;Soltero;Personal de aseo;Masculino;40;Irlanda
397477;21;Privado;Soltero;Personal administrativo;Femenino;35;Jamaica
398277;29;Privado;Soltero;Personal de inspeccion ;Masculino;40;Ecuador
398377;50;Privado;Divorciado;Personal especializado;Femenino;36;Irlanda
398877;37;Privado;Casado;Servicios generales;Masculino;30;China
400777;35;Privado;Soltero;Ventas;Masculino;50; 
401377;35;Privado;Casado;Personal de aseo;Masculino;40;Mexico
403077;44;Independiente;Casado;Ejecutivo y Gerencial;Masculino;60;Grecia
403477;21;Privado;Soltero;Servicios generales;Masculino;35;Jamaica
404377;39;Privado;Casado;Personal de aseo;Femenino;40;Polonia
405677;50;Independiente;Casado;Personal especializado;Masculino;50;Filipinas
406777;36;Independiente;Casado;Servicios generales;Femenino;20;España
408677;37;Privado;Divorciado;Servicios generales;Femenino;50;Peru
410877;52;Privado;Casado;Servicios generales;Masculino;40;EL Salvador
410977;23;Privado;Soltero;Ventas;Masculino;50;España
413177;24;Privado;Soltero;Mantenimiento y Reparaciones generales;Masculino;40;EL Salvador
414677;36;Privado;Casado;Personal especializado;Femenino;50;Iran
415777;20;Privado;Soltero;Personal administrativo;Femenino;30; 
